"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.399989329E2,-9.688429832E-1,3.866479993E-1,2.040684938E0
1.400038640E2,-9.178630114E-1,2.150149941E-1,1.861580968E0
1.400087954E2,-7.046229839E-1,-6.114500016E-2,1.695438981E0
1.400137262E2,-4.050250053E-1,-4.347009957E-1,1.537035942E0
1.400186575E2,-4.397699982E-2,-8.188490272E-1,1.486793041E0
1.400235887E2,3.098759949E-1,-1.133211970E0,1.542575955E0
1.400285200E2,7.222539783E-1,-1.331998944E0,1.654505014E0
1.400334511E2,1.053594947E0,-1.471706033E0,1.904739976E0
1.400383822E2,1.248911977E0,-1.522876978E0,2.303586006E0
1.400433133E2,1.256795049E0,-1.536034942E0,2.715116024E0
1.400482444E2,1.159760952E0,-1.551046968E0,3.034185886E0
1.400531757E2,9.290480018E-1,-1.519840956E0,3.241702080E0
1.400581068E2,7.098410130E-1,-1.484019041E0,3.299920082E0
1.400630379E2,5.261759758E-1,-1.466225028E0,3.116930962E0
1.400679692E2,4.814830124E-1,-1.558375001E0,2.730367899E0
1.400729003E2,5.554599762E-1,-1.637748003E0,2.269002914E0
1.400778315E2,7.118980289E-1,-1.719910026E0,1.799476981E0
1.400827625E2,9.529309869E-1,-1.756783009E0,1.376548052E0
1.400876938E2,1.201524973E0,-1.754438043E0,1.042778969E0
1.400926250E2,1.346313953E0,-1.722713947E0,7.249169946E-1
1.400975561E2,1.382740974E0,-1.647326946E0,4.879980087E-1
1.401024872E2,1.387395978E0,-1.542359948E0,2.389789969E-1
1.401074185E2,1.360039949E0,-1.398167968E0,-8.891399950E-2
1.401123496E2,1.260470986E0,-1.288179994E0,-4.139850140E-1
1.401172809E2,1.140701056E0,-1.166298032E0,-7.672250271E-1
1.401222120E2,1.009150982E0,-1.032261968E0,-1.036038041E0
1.401271431E2,8.900079727E-1,-9.355419874E-1,-1.227656960E0
1.401320742E2,8.493919969E-1,-8.048030138E-1,-1.346992016E0
1.401370056E2,8.656250238E-1,-6.779130101E-1,-1.519646049E0
1.401419367E2,9.553840160E-1,-5.894320011E-1,-1.625023007E0
1.401468678E2,1.138126969E0,-5.128430128E-1,-1.672896981E0
1.401517991E2,1.320508957E0,-4.036340117E-1,-1.694355011E0
1.401567301E2,1.464732051E0,-3.099080026E-1,-1.720473051E0
1.401616613E2,1.613692999E0,-2.527059913E-1,-1.669878960E0
1.401665926E2,1.724280000E0,-1.733089983E-1,-1.690989971E0
1.401715237E2,1.759331942E0,-6.096199900E-2,-1.798056006E0
1.401764547E2,1.748458028E0,4.594900087E-2,-1.888064981E0
1.401813859E2,1.708677053E0,1.798630059E-1,-1.989714026E0
1.401863172E2,1.685055971E0,2.932209969E-1,-2.076698065E0
1.401912483E2,1.618137956E0,4.351409972E-1,-2.235141039E0
1.401961794E2,1.482728958E0,5.718510151E-1,-2.443404913E0
1.402011107E2,1.315444946E0,7.010300159E-1,-2.646358013E0
1.402060418E2,1.175562978E0,8.413490057E-1,-2.846366882E0
1.402109729E2,1.018035054E0,9.345610142E-1,-2.990763903E0
1.402159040E2,9.107710123E-1,1.019566059E0,-3.086791039E0
1.402208353E2,7.824590206E-1,1.103199959E0,-3.237315893E0
1.402257664E2,6.499739885E-1,1.145398974E0,-3.432734013E0
1.402306976E2,5.691559911E-1,1.161746979E0,-3.613310099E0
1.402356289E2,4.551289976E-1,1.188752055E0,-3.752645016E0
1.402405600E2,3.464210033E-1,1.209270000E0,-3.747896910E0
1.402454911E2,2.313030064E-1,1.212847948E0,-3.654257059E0
1.402504222E2,1.865600049E-1,1.186982036E0,-3.443310976E0
1.402553535E2,2.011960000E-1,1.141469955E0,-3.234937906E0
1.402602846E2,1.453910023E-1,1.133183956E0,-3.040468931E0
1.402652158E2,1.052419990E-1,1.117027044E0,-2.846012115E0
1.402701471E2,4.783299938E-2,1.081068039E0,-2.644356012E0
1.402750781E2,-4.809000064E-3,1.032166958E0,-2.509651899E0
1.402800092E2,-3.849099949E-2,1.005825043E0,-2.343698025E0
1.402849404E2,-5.375200137E-2,9.568979740E-1,-2.108247042E0
1.402898715E2,-9.423100203E-2,8.572000265E-1,-1.844097018E0
1.402948028E2,-1.484739929E-1,7.211419940E-1,-1.603963971E0
1.402997339E2,-1.384480000E-1,6.125869751E-1,-1.383054972E0
1.403046650E2,-9.103699774E-2,5.000510216E-1,-1.140681028E0
1.403095963E2,-8.283399791E-2,4.140979946E-1,-9.294649959E-1
1.403145275E2,-9.961199760E-2,4.041849971E-1,-6.799020171E-1
1.403194585E2,-8.697900176E-2,3.935010135E-1,-4.710479975E-1
1.403243899E2,-5.007100105E-2,4.268870056E-1,-2.741439939E-1
1.403293210E2,6.324999966E-3,4.515649974E-1,-1.394630075E-1
1.403342521E2,1.417800039E-2,4.629330039E-1,-5.732199922E-2
1.403391834E2,6.247999892E-2,4.778569937E-1,-1.092999987E-2
1.403441145E2,1.017939970E-1,4.989320040E-1,2.133000083E-2
1.403490457E2,1.110809967E-1,4.908759892E-1,5.921999924E-3
1.403539770E2,2.210699953E-2,4.708940089E-1,-4.030999914E-2
1.403589080E2,-1.453370005E-1,4.612199962E-1,-2.159699984E-2
1.403638392E2,-3.367500007E-1,4.835770130E-1,1.553779989E-1
1.403687703E2,-5.457450151E-1,5.256959796E-1,4.091649950E-1
1.403737016E2,-8.012369871E-1,5.918480158E-1,6.512339711E-1
1.403786326E2,-1.017915010E0,6.717560291E-1,8.241180182E-1
1.403835638E2,-1.220574975E0,7.129200101E-1,1.037835002E0
1.403884951E2,-1.305019975E0,7.483310103E-1,1.198379040E0
1.403934262E2,-1.332471013E0,7.358610034E-1,1.325219035E0
1.403983573E2,-1.280092955E0,6.804689765E-1,1.353505015E0
1.404032884E2,-1.111639977E0,5.972880125E-1,1.337874055E0
1.404082197E2,-9.490420222E-1,4.192219973E-1,1.275576949E0
1.404131508E2,-7.424309850E-1,2.027530074E-1,1.187850952E0
1.404180820E2,-4.853549898E-1,-7.880999893E-2,1.124547958E0
1.404230133E2,-2.842319906E-1,-3.879429996E-1,1.140669942E0
1.404279443E2,-1.608069986E-1,-6.151729822E-1,1.255790949E0
1.404328755E2,-7.079499960E-2,-7.874919772E-1,1.424710035E0
1.404378066E2,3.392099962E-2,-9.810680151E-1,1.671386957E0
1.404427379E2,6.619700044E-2,-1.139485002E0,2.063270092E0
1.404476690E2,8.858200163E-2,-1.212185979E0,2.440321922E0
1.404526001E2,-1.309500039E-1,-1.213650942E0,2.968790054E0
1.404575312E2,-5.213540196E-1,-1.043339968E0,3.477425098E0
1.404624625E2,-8.084120154E-1,-7.666820288E-1,3.789238930E0
1.404673936E2,-1.072235942E0,-3.410089910E-1,4.110276222E0
1.404723248E2,-1.344630003E0,2.527349889E-1,4.220005035E0
1.404772558E2,-1.398748994E0,8.067349792E-1,4.055816174E0
1.404821871E2,-1.141482949E0,1.151990056E0,3.638770103E0
1.404871183E2,-7.909229994E-1,1.340548038E0,3.138293982E0
1.404920496E2,-5.879449844E-1,1.393957973E0,2.580233097E0
1.404969807E2,-3.264209926E-1,1.274520993E0,2.038120985E0
1.405019118E2,1.179879978E-1,1.039751053E0,1.549551964E0
1.405068429E2,5.530790091E-1,7.710189819E-1,1.252995968E0
1.405117740E2,1.012328029E0,4.892269969E-1,1.057250023E0
1.405167053E2,1.399328947E0,2.859520018E-1,1.055914998E0
1.405216365E2,1.509657025E0,1.563349962E-1,1.285866976E0
1.405265675E2,1.442307949E0,3.233600035E-2,1.771497011E0
1.405314988E2,1.272560000E0,-1.845880002E-1,2.281086922E0
1.405364300E2,8.966339827E-1,-4.012329876E-1,2.784321070E0
1.405413611E2,3.311080039E-1,-5.515990257E-1,3.205224991E0
1.405462924E2,-2.928659916E-1,-6.577759981E-1,3.527244091E0
1.405512235E2,-8.739849925E-1,-5.974249840E-1,3.709929943E0
1.405561545E2,-1.364310026E0,-4.600749910E-1,3.765458107E0
1.405610857E2,-1.779734969E0,-3.336940110E-1,3.616889000E0
1.405660170E2,-2.027740955E0,-2.501820028E-1,3.220972061E0
1.405709482E2,-2.082830906E0,-2.419040054E-1,2.589154005E0
1.405758792E2,-2.030956984E0,-2.110510021E-1,1.779286981E0
1.405808105E2,-1.853000998E0,-1.711329967E-1,8.978030086E-1
1.405857416E2,-1.600131989E0,-1.037089974E-1,1.144180000E-1
1.405906728E2,-1.301355004E0,-3.762900084E-2,-5.759339929E-1
1.405956039E2,-1.034783959E0,-5.887100101E-2,-1.156679034E0
1.406005352E2,-7.403929830E-1,-2.006800026E-1,-1.671231985E0
1.406054663E2,-5.104659796E-1,-3.936389983E-1,-2.100621939E0
1.406103974E2,-3.226220012E-1,-5.623289943E-1,-2.385066986E0
1.406153287E2,-2.111960053E-1,-6.382120252E-1,-2.569386959E0
1.406202598E2,-2.293460071E-1,-6.864879727E-1,-2.546210051E0
1.406251909E2,-2.760030031E-1,-7.659720182E-1,-2.301225901E0
1.406301220E2,-3.228709996E-1,-8.744019866E-1,-1.896685958E0
1.406350533E2,-3.837069869E-1,-1.008177042E0,-1.499886990E0
1.406399845E2,-4.722619951E-1,-1.187410951E0,-1.160825014E0
1.406449155E2,-4.914410114E-1,-1.314447045E0,-9.534440041E-1
1.406498466E2,-5.595710278E-1,-1.365731001E0,-8.388659954E-1
1.406547779E2,-5.772920251E-1,-1.381232977E0,-7.548019886E-1
1.406597090E2,-6.020720005E-1,-1.404420018E0,-7.179620266E-1
1.406646403E2,-5.494769812E-1,-1.416998029E0,-7.357010245E-1
1.406695714E2,-3.905569911E-1,-1.410009027E0,-8.011260033E-1
1.406745025E2,-3.570330143E-1,-1.369866014E0,-9.496639967E-1
1.406794338E2,-3.529790044E-1,-1.367730975E0,-1.152642012E0
1.406843649E2,-2.258969992E-1,-1.376744032E0,-1.424970984E0
1.406892960E2,-2.103199996E-2,-1.365440965E0,-1.728747010E0
1.406942271E2,1.586100012E-1,-1.322049975E0,-1.958642960E0
1.406991582E2,2.989319861E-1,-1.256476045E0,-2.112232924E0
1.407040895E2,4.243519902E-1,-1.168905973E0,-2.263674021E0
1.407090206E2,5.285930037E-1,-1.055044055E0,-2.439146042E0
1.407139517E2,5.514860153E-1,-9.644479752E-1,-2.511476994E0
1.407188830E2,5.065760016E-1,-8.523809910E-1,-2.485158920E0
1.407238141E2,3.865819871E-1,-7.125980258E-1,-2.436379910E0
1.407287453E2,2.654339969E-1,-5.463029742E-1,-2.319633961E0
1.407336763E2,1.872159988E-1,-3.733960092E-1,-2.127937078E0
1.407386077E2,-7.423900068E-2,-2.504149973E-1,-1.887043953E0
1.407435387E2,-3.450559974E-1,-2.028190047E-1,-1.728806973E0
1.407484701E2,-5.024639964E-1,-2.484170049E-1,-1.615689993E0
1.407534012E2,-6.361560225E-1,-2.827579975E-1,-1.559803963E0
1.407583323E2,-6.998999715E-1,-2.384829968E-1,-1.578094959E0
1.407632634E2,-7.287439704E-1,-1.032140031E-1,-1.560590029E0
1.407681945E2,-7.354969978E-1,6.672500074E-2,-1.528934956E0
1.407731258E2,-6.497690082E-1,2.332189977E-1,-1.548185945E0
1.407780570E2,-4.482919872E-1,3.682419956E-1,-1.663962007E0
1.407829880E2,-2.286529988E-1,5.322539806E-1,-1.761209011E0
1.407879191E2,-1.615400054E-2,6.806839705E-1,-1.842126966E0
1.407928504E2,1.290969998E-1,8.476110101E-1,-1.935026050E0
1.407977816E2,2.348340005E-1,1.003098011E0,-1.970263958E0
1.408027126E2,3.425469995E-1,1.169263959E0,-1.969266057E0
1.408076440E2,4.506079853E-1,1.277691007E0,-2.025350094E0
1.408125750E2,4.869470000E-1,1.381389022E0,-2.164499998E0
1.408175062E2,5.475469828E-1,1.424458027E0,-2.281521082E0
1.408224373E2,5.749779940E-1,1.427557945E0,-2.343091965E0
1.408273686E2,5.051620007E-1,1.425395966E0,-2.344516993E0
1.408322997E2,4.229960144E-1,1.365178943E0,-2.247801065E0
1.408372308E2,3.685519993E-1,1.273370981E0,-1.933817029E0
1.408421621E2,3.774749935E-1,1.143800020E0,-1.501453996E0
1.408470932E2,3.608169854E-1,1.039765000E0,-9.890189767E-1
1.408520244E2,3.517700136E-1,9.218099713E-1,-4.300059974E-1
1.408569554E2,2.963539958E-1,8.236119747E-1,1.161890030E-1
1.408618868E2,2.031520009E-1,7.782819867E-1,5.687620044E-1
1.408668178E2,1.367540061E-1,7.083240151E-1,9.876790047E-1
1.408717490E2,1.299230009E-1,6.883280277E-1,1.291681051E0
1.408766801E2,1.277949959E-1,7.261700034E-1,1.495422959E0
1.408816114E2,1.256050020E-1,7.708020210E-1,1.589444041E0
1.408865426E2,1.137219965E-1,7.817990184E-1,1.571320057E0
1.408914736E2,1.674160063E-1,7.857840061E-1,1.426430941E0
1.408964047E2,3.181580007E-1,7.551800013E-1,1.257248044E0
1.409013360E2,4.696069956E-1,6.820319891E-1,1.087396979E0
1.409062672E2,6.735330224E-1,6.412760019E-1,9.381880164E-1
1.409111983E2,8.210759759E-1,6.593400240E-1,8.529369831E-1
1.409161296E2,9.135209918E-1,6.961609721E-1,8.102070093E-1
1.409210607E2,9.690150023E-1,6.982409954E-1,8.746140003E-1
1.409259918E2,9.986460209E-1,6.806780100E-1,9.600600004E-1
1.409309231E2,9.637629986E-1,6.017190218E-1,1.131250024E0
1.409358543E2,8.705859780E-1,4.647009969E-1,1.302010059E0
1.409407853E2,6.663630009E-1,3.502629995E-1,1.444033027E0
1.409457164E2,4.125429988E-1,2.597709894E-1,1.564862013E0
1.409506477E2,1.173069999E-1,1.686500013E-1,1.722195029E0
1.409555789E2,-1.369509995E-1,1.235349998E-1,1.908866048E0
1.409605099E2,-4.510459900E-1,1.960929930E-1,2.213855982E0
1.409654412E2,-7.732399702E-1,3.999699950E-1,2.474714994E0
1.409703723E2,-1.010097027E0,7.485449910E-1,2.713179111E0
1.409753035E2,-1.062136054E0,1.096997976E0,2.857093096E0
1.409802348E2,-9.989460111E-1,1.342748046E0,2.795876026E0
1.409851658E2,-8.540329933E-1,1.460940003E0,2.591192961E0
1.409900970E2,-5.991969705E-1,1.396957994E0,2.333137035E0
1.409950281E2,-2.274859995E-1,1.128208041E0,2.018342972E0
1.409999594E2,2.285300046E-1,7.391110063E-1,1.650923967E0
1.410048905E2,7.321310043E-1,2.920550108E-1,1.239992023E0
1.410098216E2,1.160318017E0,-8.506800234E-2,8.312039971E-1
1.410147527E2,1.378903031E0,-4.050909877E-1,5.472440124E-1
1.410196840E2,1.414283991E0,-5.887879729E-1,5.762159824E-1
1.410246151E2,1.300801039E0,-6.563169956E-1,9.016270041E-1
1.410295462E2,1.043091059E0,-7.756659985E-1,1.389778018E0
1.410344775E2,7.876489758E-1,-9.789289832E-1,1.909204006E0
1.410394086E2,5.749920011E-1,-1.210432053E0,2.330857038E0
1.410443397E2,3.714340031E-1,-1.372051001E0,2.724466085E0
1.410492708E2,2.142329961E-1,-1.442157030E0,3.003983974E0
1.410542021E2,7.042600214E-2,-1.387792945E0,3.102871895E0
1.410591332E2,1.448899973E-2,-1.315181971E0,3.068780899E0
1.410640644E2,6.077700108E-2,-1.264891028E0,2.894126892E0
1.410689957E2,2.799119949E-1,-1.382518053E0,2.554158926E0
1.410739267E2,5.641779900E-1,-1.532482028E0,2.113061905E0
1.410788578E2,9.139609933E-1,-1.661026955E0,1.584875941E0
1.410837890E2,1.229064941E0,-1.729472995E0,1.154031992E0
1.410887203E2,1.465553999E0,-1.709885955E0,8.280490041E-1
1.410936513E2,1.561993003E0,-1.617215991E0,5.858529806E-1
1.410985825E2,1.676442027E0,-1.548867941E0,3.460150063E-1
1.411035138E2,1.689236045E0,-1.565292001E0,1.158649996E-1
1.411084449E2,1.574746013E0,-1.537649035E0,-9.226500243E-2
1.411133760E2,1.327100992E0,-1.440786004E0,-2.564319968E-1
1.411183071E2,1.001332998E0,-1.306602955E0,-3.716610074E-1
1.411232382E2,7.075579762E-1,-1.169127941E0,-4.284349978E-1
1.411281695E2,4.379819930E-1,-9.491549730E-1,-4.913890064E-1
1.411331007E2,2.015970051E-1,-7.966070175E-1,-5.798479915E-1
1.411380317E2,4.222400114E-2,-6.450729966E-1,-7.322670221E-1
1.411429628E2,-6.264500320E-2,-5.183629990E-1,-9.343889952E-1
1.411478941E2,-1.443910003E-1,-4.816009998E-1,-1.148053050E0
1.411528253E2,-1.499129981E-1,-4.201579988E-1,-1.356641054E0
1.411577566E2,-1.778690070E-1,-3.297359943E-1,-1.462015986E0
1.411626878E2,-1.765870005E-1,-2.110020071E-1,-1.555215955E0
1.411676187E2,-1.415899992E-1,-8.858700097E-2,-1.691310048E0
1.411725499E2,-6.658600271E-2,-2.654999960E-3,-1.796187997E0
1.411774812E2,6.584999710E-2,8.270899951E-2,-1.874794006E0
1.411824123E2,1.745160073E-1,1.742569953E-1,-1.970190048E0
1.411873434E2,2.365970016E-1,2.719529867E-1,-2.089462996E0
1.411922745E2,2.582179904E-1,3.638330102E-1,-2.213335991E0
1.411972058E2,2.639159858E-1,4.965879917E-1,-2.291405916E0
1.412021370E2,2.724550068E-1,6.456760168E-1,-2.340416908E0
1.412070681E2,2.622269988E-1,7.917299867E-1,-2.415405035E0
1.412119992E2,2.591629922E-1,8.479470015E-1,-2.571531057E0
1.412169305E2,3.004159927E-1,9.099159837E-1,-2.763369083E0
1.412218616E2,2.778050005E-1,1.061553001E0,-2.961828947E0
1.412267927E2,2.024140060E-1,1.165598989E0,-3.133291006E0
1.412317240E2,1.176839992E-1,1.242645979E0,-3.272979021E0
1.412366551E2,9.844800085E-2,1.286736965E0,-3.414621115E0
1.412415863E2,6.138600037E-2,1.299646020E0,-3.500828028E0
1.412465173E2,5.828300118E-2,1.243577003E0,-3.519963980E0
1.412514487E2,6.256599724E-2,1.207790017E0,-3.448201895E0
1.412563798E2,5.764399841E-2,1.138924956E0,-3.266581059E0
1.412613109E2,4.845299944E-2,1.066094995E0,-3.020670891E0
1.412662422E2,6.798399985E-2,1.007369995E0,-2.775110960E0
1.412711734E2,1.084270030E-1,9.526349902E-1,-2.503606081E0
1.412761045E2,1.247989982E-1,9.287859797E-1,-2.299320936E0
1.412810358E2,1.737450063E-1,8.881360292E-1,-2.073784113E0
1.412859669E2,1.941280067E-1,8.588520288E-1,-1.881904006E0
1.412908979E2,2.312539965E-1,8.359929919E-1,-1.651860952E0
1.412958291E2,2.521359921E-1,7.580019832E-1,-1.436352968E0
1.413007604E2,1.865359992E-1,7.151290178E-1,-1.172886968E0
1.413056915E2,4.959499836E-2,6.898869872E-1,-9.091730118E-1
1.413106226E2,3.994000144E-3,6.533669829E-1,-6.191239953E-1
1.413155537E2,1.503499970E-2,5.955110192E-1,-3.746500015E-1
1.413204850E2,8.905000053E-3,5.605570078E-1,-2.449969947E-1
1.413254161E2,5.637999997E-2,4.724319875E-1,-2.375310063E-1
1.413303472E2,5.996499956E-2,4.286490083E-1,-2.563340068E-1
1.413352783E2,1.004529968E-1,4.124810100E-1,-3.134489954E-1
1.413402096E2,1.725270003E-1,3.702340126E-1,-3.492519855E-1
1.413451407E2,2.245800048E-1,3.477370143E-1,-3.061969876E-1
1.413500718E2,2.526969910E-1,3.334920108E-1,-1.938190013E-1
1.413550031E2,2.178979963E-1,3.227230012E-1,-8.612799644E-2
1.413599342E2,1.735309958E-1,3.105309904E-1,3.852000087E-2
1.413648654E2,7.070899755E-2,3.533000052E-1,1.612930000E-1
1.413697964E2,-9.909400344E-2,4.075210094E-1,2.512710094E-1
1.413747278E2,-3.163219988E-1,4.846650064E-1,3.612819910E-1
1.413796588E2,-5.576000214E-1,5.585420132E-1,4.745149910E-1
1.413845900E2,-7.675200105E-1,6.505479813E-1,6.745579839E-1
1.413895213E2,-8.514329791E-1,6.660490036E-1,8.530480266E-1
1.413944524E2,-8.594099879E-1,5.635960102E-1,9.878950119E-1
1.413993835E2,-8.378940225E-1,4.722050130E-1,1.100505948E0
1.414043146E2,-7.945259809E-1,3.726040125E-1,1.135720968E0
1.414092459E2,-7.960039973E-1,2.653079927E-1,1.153347015E0
1.414141770E2,-7.681620121E-1,9.983400255E-2,1.144219995E0
1.414191081E2,-6.751109958E-1,-8.820500225E-2,1.169185996E0
1.414240392E2,-4.692409933E-1,-3.817960024E-1,1.191740036E0
1.414289705E2,-1.964820027E-1,-6.795269847E-1,1.216938019E0
1.414339016E2,9.848599881E-2,-9.454420209E-1,1.280871987E0
1.414388327E2,3.200019896E-1,-1.217041016E0,1.479697943E0
1.414437638E2,4.588240087E-1,-1.414530993E0,1.876381040E0
1.414486951E2,5.435169935E-1,-1.544656038E0,2.399744987E0
1.414536262E2,5.002110004E-1,-1.562643051E0,2.962011099E0
1.414585573E2,2.490939945E-1,-1.403542995E0,3.535494089E0
1.414634886E2,-2.016350031E-1,-1.041712999E0,3.986011982E0
1.414684197E2,-6.325449944E-1,-4.814060032E-1,4.304421902E0
1.414733509E2,-8.579059839E-1,1.011930034E-1,4.476323128E0
1.414782819E2,-9.510310292E-1,6.863099933E-1,4.377058029E0
1.414832132E2,-9.599210024E-1,1.021641016E0,3.943877935E0
1.414881443E2,-7.997990251E-1,1.130560040E0,3.271807909E0
1.414930755E2,-5.917509794E-1,1.104318976E0,2.515619040E0
1.414980065E2,-3.149940073E-1,9.819329977E-1,1.791780949E0
1.415029378E2,1.825100034E-1,6.931909919E-1,1.226155043E0
1.415078690E2,8.203319907E-1,2.432229966E-1,8.429859877E-1
1.415128001E2,1.385115027E0,-2.230499983E-1,6.781569719E-1
1.415177311E2,1.633599043E0,-4.874109924E-1,8.985769749E-1
1.415226625E2,1.652227044E0,-6.402459741E-1,1.607081056E0
1.415275936E2,1.424273014E0,-7.790219784E-1,2.521390915E0
1.415325249E2,1.023265958E0,-9.831539989E-1,3.476838112E0
1.415374560E2,4.738599956E-1,-1.170335054E0,4.315846920E0
1.415423871E2,-1.683900058E-1,-1.224930048E0,4.940620899E0
1.415473182E2,-8.068619967E-1,-1.216186047E0,5.338664055E0
1.415522495E2,-1.319437027E0,-1.113206029E0,5.525777817E0
1.415571806E2,-1.719107032E0,-9.516699910E-1,5.422874928E0
1.415621118E2,-2.004348040E0,-8.367999792E-1,4.934011936E0
1.415670428E2,-2.111095905E0,-7.794439793E-1,4.031559944E0
1.415719741E2,-2.028179884E0,-7.386909723E-1,2.864193916E0
1.415769052E2,-1.793784022E0,-6.500290036E-1,1.627822995E0
1.415818364E2,-1.607144952E0,-4.750669897E-1,5.329340100E-1
1.415867677E2,-1.377822995E0,-3.329269886E-1,-3.489400148E-1
1.415916987E2,-1.084579945E0,-2.924059927E-1,-1.070788980E0
1.415966299E2,-8.278470039E-1,-3.458330035E-1,-1.656836987E0
1.416015610E2,-6.146309972E-1,-4.101780057E-1,-2.119240046E0
1.416064923E2,-3.920669854E-1,-5.216969848E-1,-2.525276899E0
1.416114233E2,-2.357870042E-1,-5.885819793E-1,-2.740864038E0
1.416163545E2,-1.609199941E-1,-6.457179785E-1,-2.772604942E0
1.416212856E2,-1.717990041E-1,-6.594439745E-1,-2.544348001E0
1.416262169E2,-2.618989944E-1,-6.544880271E-1,-2.046160936E0
1.416311480E2,-3.705419898E-1,-7.615029812E-1,-1.424028039E0
1.416360793E2,-4.829849899E-1,-9.056450129E-1,-7.781929970E-1
1.416410102E2,-5.709789991E-1,-1.105134964E0,-2.473579943E-1
1.416459415E2,-6.208299994E-1,-1.300133944E0,1.279900074E-1
1.416508726E2,-6.453629732E-1,-1.445461035E0,4.150660038E-1
1.416558037E2,-6.382380128E-1,-1.538813949E0,6.139680147E-1
1.416607348E2,-6.002820134E-1,-1.563068032E0,7.318860292E-1
1.416656661E2,-4.942379892E-1,-1.555080056E0,6.992580295E-1
1.416705972E2,-3.473370075E-1,-1.537075996E0,5.686129928E-1
1.416755283E2,-1.179160029E-1,-1.497336984E0,2.774469852E-1
1.416804597E2,1.548999995E-1,-1.447276950E0,-1.744520068E-1
1.416853907E2,4.275900126E-1,-1.378842950E0,-6.627269983E-1
1.416903219E2,6.363360286E-1,-1.246901035E0,-1.139368057E0
1.416952530E2,7.945070267E-1,-1.084905982E0,-1.537155986E0
1.417001843E2,9.407659769E-1,-9.143279791E-1,-1.812955022E0
1.417051155E2,9.679589868E-1,-7.282130122E-1,-2.011832952E0
1.417100465E2,9.656810164E-1,-5.646960139E-1,-2.174376011E0
1.417149778E2,9.234459996E-1,-4.047130048E-1,-2.329122066E0
1.417199089E2,8.169950247E-1,-2.765829861E-1,-2.492574930E0
1.417248400E2,6.873940229E-1,-1.634120047E-1,-2.583293915E0
1.417297711E2,5.347489715E-1,-7.193200290E-2,-2.603674889E0
1.417347024E2,3.795149922E-1,3.530700132E-2,-2.575368881E0
1.417396335E2,2.183749974E-1,1.479659975E-1,-2.563092947E0
1.417445647E2,1.345580071E-1,2.069309950E-1,-2.524190903E0
1.417494958E2,9.504999965E-2,2.411880046E-1,-2.485265017E0
1.417544271E2,7.720399648E-2,2.556250095E-1,-2.460844040E0
1.417593581E2,1.247060001E-1,2.924320102E-1,-2.441560984E0
1.417642893E2,2.075300068E-1,3.531320095E-1,-2.415577888E0
1.417692204E2,2.773500085E-1,4.638060033E-1,-2.435992956E0
1.417741517E2,3.865149915E-1,5.769760013E-1,-2.535631895E0
1.417790828E2,4.593439996E-1,7.426409721E-1,-2.699918985E0
1.417840139E2,4.445729852E-1,8.850049973E-1,-2.856811047E0
1.417889450E2,4.972240031E-1,9.907649755E-1,-3.020782948E0
1.417938763E2,5.335839987E-1,1.061054945E0,-3.172710896E0
1.417988075E2,5.230910182E-1,1.116242051E0,-3.324546099E0
1.418037385E2,5.301060081E-1,1.188423991E0,-3.373444080E0
1.418086699E2,5.357360244E-1,1.214151978E0,-3.417634010E0
1.418136009E2,4.930300117E-1,1.235352993E0,-3.392472982E0
1.418185321E2,4.503229856E-1,1.238924980E0,-3.211858034E0
1.418234632E2,4.539220035E-1,1.228394032E0,-2.893093109E0
1.418283945E2,4.570260048E-1,1.219735980E0,-2.435914993E0
1.418333256E2,3.663130105E-1,1.156201959E0,-1.909615040E0
1.418382567E2,2.845779955E-1,1.084609985E0,-1.362076998E0
1.418431878E2,2.327349931E-1,9.869660139E-1,-8.531659842E-1
1.418481191E2,1.512400061E-1,8.996469975E-1,-4.065999985E-1
1.418530502E2,9.669899940E-2,7.766870260E-1,-4.879200086E-2
1.418579813E2,3.775300086E-2,7.069090009E-1,1.917449981E-1
1.418629124E2,7.089000195E-3,6.674559712E-1,3.486059904E-1
1.418678438E2,1.337600034E-2,5.968099833E-1,4.335570037E-1
1.418727749E2,9.814699739E-2,5.241460204E-1,4.583390057E-1
1.418777059E2,2.345770001E-1,4.405460060E-1,4.108439982E-1
1.418826373E2,4.338940084E-1,3.732030094E-1,4.273670018E-1
1.418875683E2,5.144850016E-1,3.346169889E-1,4.458949864E-1
1.418924995E2,4.414420128E-1,3.464060128E-1,5.266420245E-1
1.418974308E2,2.909339964E-1,3.493430018E-1,6.074420214E-1
1.419023619E2,7.393299788E-2,3.371010125E-1,6.667249799E-1
1.419072929E2,-1.164349988E-1,3.009290099E-1,7.785369754E-1
1.419122241E2,-3.086560071E-1,2.531419992E-1,8.781859875E-1
1.419171554E2,-4.935159981E-1,1.779270023E-1,1.051689029E0
1.419220865E2,-6.075969934E-1,6.840699911E-2,1.183969975E0
1.419270176E2,-7.014489770E-1,-9.834200144E-2,1.373062968E0
1.419319487E2,-7.380009890E-1,-2.600330114E-1,1.611860991E0
1.419368801E2,-7.174720168E-1,-3.906790018E-1,1.938899994E0
1.419418111E2,-6.659960151E-1,-4.294109941E-1,2.316112041E0
1.419467423E2,-6.947879791E-1,-3.327400088E-1,2.597878933E0
1.419516733E2,-7.672410011E-1,-1.620469987E-1,2.899409056E0
